text,context0,context1,context2,context3
"Folks, we have to throw all these bums out, let's come up with a plan",1,1,0,0
"Folks, we have to throw all these bums out, let's come up with a plan",0,0,0,0
"Folks, we have to throw all these bums out, let's come up with a plan",1,1,1,1
"Folks, we have to throw all these bums out, let's come up with a plan",0,0,0,0
"Folks, we have to throw all these bums out, let's come up with a plan",0,0,0,0
"Folks, we have to throw all these bums out, let's come up with a plan",1,0,1,0
"Folks, we have to throw all these bums out, let's come up with a plan",0,0,0,0
"Folks, we have to throw all these bums out, let's come up with a plan",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",1,1,1,1
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",1,0,1,0
"Man, time to start packin again.... Getting tired of this crap!",1,0,0,1
"Man, time to start packin again.... Getting tired of this crap!",1,0,0,1
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",1,0,1,1
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"Man, time to start packin again.... Getting tired of this crap!",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",0,0,0,0
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,0,0,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,1,1
"I think you're a dipshit actually.

Can you at least admit that these crooks are just pushing fossil fuel cause thats where their investments are?",1,1,1,1
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,1,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,0,0,1
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,0,1
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,0,0,0,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,1,0
No one's claiming the defendants don't have dumb tattoos. You sound simple.,1,1,1,1
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,1
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,1,1,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,1,1
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,0,0,1
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,0,0,0,0
Big oil to Alaska: If you don't start paying us more to feed your dead horse we are going to shoot it and go home.,1,1,1,1
Play with fire....get burned.,1,1,1,1
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,1,0,1,0
Play with fire....get burned.,1,0,1,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,1,0,1,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,1,0,1,0
Play with fire....get burned.,1,0,1,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,0,0,0,0
Play with fire....get burned.,1,1,1,1
He is just triggering you.,1,1,1,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,0,0,0,0
He is just triggering you.,1,1,1,1
"Pure and simple, idiots!",1,0,0,1
"Pure and simple, idiots!",1,1,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",1,0,0,1
"Pure and simple, idiots!",1,0,0,1
"Pure and simple, idiots!",1,1,1,1
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",1,0,0,1
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",1,0,1,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",1,1,0,0
"Pure and simple, idiots!",1,0,0,1
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
"Pure and simple, idiots!",0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,1,1,1
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,1,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,1,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,0,0,0,0
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
you really forgot your name? sheesh!!!!! fkn hilarious.,1,0,0,1
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,1,1
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",1,1,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
"In those countries, the government takes 1500 from the poor and allow the rich to take 1500 from the poor as well.   The Liberals  may be classified as benevolently corrupt...although, his speeches are torturous.",0,0,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,1,0
when will this loser go away and take the muslim with you.,1,1,1,1
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,1,0
when will this loser go away and take the muslim with you.,1,1,1,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,1,1
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,1,1,1,1
when will this loser go away and take the muslim with you.,1,1,0,1
when will this loser go away and take the muslim with you.,1,1,0,0
when will this loser go away and take the muslim with you.,0,0,0,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,1,1,1,1
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,1,1,1,0
Prepare to be burned all those who venture there.,1,0,1,1
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,1,0,1,0
Prepare to be burned all those who venture there.,0,0,0,0
Prepare to be burned all those who venture there.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,0,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,1,1
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,0,1,1
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,0,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,0,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,0,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,1,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,1,1,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
just let them rob and beat up each other. they don't follow our laws anyway. put them in a 10x10 rm and have it out.  last one standing gets the tent or 2 days old bento.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,1,1,1,1
A good smack to the head & they'll start 'identifying' correctly.,1,1,1,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,1,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,1,1,0,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,1,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,1,1,0
A good smack to the head & they'll start 'identifying' correctly.,1,0,1,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
A good smack to the head & they'll start 'identifying' correctly.,0,0,0,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",0,0,0,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,0,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,1,1,1
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",0,0,0,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",0,0,0,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",1,0,1,0
"This is just horrendous!   It doesn't really sound like poaching, but just blatant slaughtering for the ""fun of it.""I hope they hang them by their little toes and shoot their balls off.  Also take away their guns for illegal activity.",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,0,1,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,1,1
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,0,1,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,1
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,0,1,1
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,1
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",1,1,0,1
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
"pretending to in promises you will never change or if you do are so twisted for your party's favour (see ontario liberals) ,, its no winner for canada lib troll of bs",0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,1,1,1,1
Only get married if she lets you stick it in her chocolate starfish!,1,0,0,1
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,1,0,0,1
Only get married if she lets you stick it in her chocolate starfish!,1,1,0,0
Only get married if she lets you stick it in her chocolate starfish!,1,0,0,1
Only get married if she lets you stick it in her chocolate starfish!,1,1,1,1
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,1,1,0,1
Only get married if she lets you stick it in her chocolate starfish!,1,1,0,1
Only get married if she lets you stick it in her chocolate starfish!,1,1,0,1
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,1,0,0,1
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Only get married if she lets you stick it in her chocolate starfish!,0,0,0,0
Just get our troops out of this lawless country.,1,1,1,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,1,1,0,0
Just get our troops out of this lawless country.,1,1,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,1,1,0,0
Just get our troops out of this lawless country.,1,1,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
Just get our troops out of this lawless country.,0,0,0,0
